Authors,Link,Title,Reviewer1,Reviewer2,Reviewer3,Reviewer4,Reviewer5,min,mode,overall,agreement,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Abstract
"Bell, Kirsten; Kingori, Patricia; Mills, David",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134371054&doi=10.1177%2f01622439221112463&partnerID=40&md5=21b9ce8f9a489559c467c8de4b349ba0,"Scholarly Publishing, Boundary Processes, and the Problem of Fake Peer Reviews",,2,2,,,2,2,2,1,,,,,,,,,,
"Benítez, H. A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904414027&doi=10.1007%2fs13744-014-0217-x&partnerID=40&md5=1c47f73af388dfd19f0b918d9155a2c7,Is the Fever for High Impact a Disadvantage for Systematists?,2,,,2,,2,2,2,1,,,,,,,,,,
"Berliner, Lawrence J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123719258&doi=10.1021%2fbk-2021-1401.ch009&partnerID=40&md5=c3bb959a0ce364d09d5db0a7fdc8300d,"Perspectives on Publishing: Peer Review, Impact, and Significance",,2,2,,,2,2,2,1,,,,,,,,,,
"Biagioli, Mario",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065221357&doi=10.1016%2fj.trechm.2019.02.005&partnerID=40&md5=1aaf5595f1f33535c044b1838ae1c7f0,Plagiarizing Names?,2,,,2,,2,2,2,1,,,,,,,,,,
"Biagioli, Mario",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074047684&doi=10.1002%2fanie.201908646&partnerID=40&md5=00e0744b127b361278dd9ef5f904f306,Before and After Photoshop: Recursive Fraud in the Age of Digital Reproducibility,2,2,,2,,2,2,2,1,,,,,,,,,,
"Biagioli, Mario; Kenney, Martin; Martin, Ben R.; Walsh, John P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056713173&doi=10.1016%2fj.respol.2018.10.025&partnerID=40&md5=677f2df264bb27e3e6708ddbf40d0f3e,"Academic misconduct, misrepresentation and gaming: A reassessment",2,,,,,2,#N/A,2,1,,,,,,,,,,
"Bricker-Anthony, Courtney; Herzog, Roland W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160318413&doi=10.1016%2fj.ymthe.2023.05.008&partnerID=40&md5=f703d3ccc3281a00efd48ed9ed63c2b1,Distortion of journal impact factors in the era of paper mills,,2,,2,,2,2,2,1,,,,,,,,,,
"Brumback, Roger A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-62149089118&doi=10.1177%2f0883073808331366&partnerID=40&md5=f2ad5cb0ac036413c6aad9d9c61f85d5,Impact factor wars: Episode V - The empire strikes back,2,,,,,2,#N/A,2,1,,,,,,,,,,
"Brunson, Jason Cory; Wang, Xiaoyan; Laubenbacher, Reinhard C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016088514&doi=10.1371%2fjournal.pone.0173444&partnerID=40&md5=f8b7040d34bf48c53d22316e13601a7b,Effects of research complexity and competition on the incidence and growth of coauthorship in biomedicine,,,2,,,2,#N/A,2,1,,,,,,,,,,
"Bu, Yi; Murray, Dakota S.; Ding, Ying; Huang, Yong; Zhao, Yiming",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035779834&doi=10.1007%2fs11192-017-2599-0&partnerID=40&md5=73419ca68b42592bbf616b30dc2fe9ac,Measuring the stability of scientific collaboration,,,,2,,2,#N/A,2,1,,,,,,,,,,
"Byrne, Jennifer A.; Christopher, Jana",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079748524&doi=10.1002%2f1873-3468.13747&partnerID=40&md5=4cad4a54dedbf76286410063e250d418,"Digital magic, or the dark arts of the 21st century—how can journals and peer reviewers detect manuscripts and publications from paper mills?",2,2,,,,2,2,2,1,,,,,,,,,,
,,Scholarly productivity in behavior analysis: The most prolific authors and institutions from 1992 to 2001.,,,,0,,0,#N/A,0,1,,,,,,,,,,
,,Most Prolific Authors in the Finance Literature: 1959-2008,,,,0,,0,#N/A,0,1,,,,,,,,,,
,,Most Prolific Authors in the Accounting Literature Over the Past Half-Century: 1959-2008,,,,0,,0,#N/A,0,1,,,,,,,,,,
,,Exploring features of highly productive research contexts in Asia: a comparison of knowledge production in educational leadership in Israel and Hong Kong,,,,0,,0,#N/A,0,1,,,,,,,,,,
,,"Ranking of the Most Prolific Authors, Universities, and Organizations in the <i>Journal of Organizational Behavior Management</i>",,,,0,,0,#N/A,0,1,,,,,,,,,,
,,World's most prolific researcher in Alzheimer's disease: Professor Bengt Winblad,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"Coordination polymers, metal–organic frameworks and the need for terminology guidelines",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The Top 20 Most Prolific Authors in the <i>American Journal of Neuroradiology</i>: What Is Their Impact?,,,,0,,0,#N/A,0,1,,,,,,,,,,
,,Analyzing the literature on drugs with Web of Science and HistCite: Institutional affiliations of the most prolific authors publishing on atorvastatin (Lipitor®),,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The history of autism,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Cisgenderism in psychology: pathologising and misgendering children from 1999 to 2008,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"A bibliometric analysis of the <i>Journal of Advanced Nursing</i>, 1976–2015",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Beyond the “at risk mental state” concept: transitioning to transdiagnostic psychiatry,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"Hospitality and Tourism Research Rankings by Author, University, and Country Using Six Major Journals",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Neoliberalism's War on Higher Education,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"A quantitative analysis of authors, schools and themes in virtue ethics articles in business ethics and management journals (1980–2011)",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The most prolific author,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Comment: The Most Prolific Author!,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Patterns of Research Output and Author Concentration in the Economics Literature,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The myth of the double-blind review?,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Trends in Literature About Emerging Adulthood,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"BANKING SECTOR PERFORMANCE, PROFITABILITY, AND EFFICIENCY: A CITATION‐BASED SYSTEMATIC LITERATURE REVIEW",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Citation Analysis of Most Prolific Authors in the Field of Library and Information Science in Nigeria,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,An assessment of systems and software engineering scholars and institutions (1994–1998),,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Fifty years of <i>The Financial Review</i>: A bibliometric overview,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,A scientometric analysis of mobile technology publications,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,In search of cultural diversity: Recent literature in cross-cultural and ethnic minority psychology.,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,An evaluation of author productivity in international radiography journals 2004–2011,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"The CompleteSearch Engine: Interactive, Efficient, and Towards IR & DB integration",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The 100 most-cited articles in neuroimaging: A bibliometric analysis,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Molecularly Imprinted Polymers and Electrospinning: Manufacturing Convergence for Next‐Level Applications,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,SYSTEMATIC LITERATURE REVIEW OF TOURISM GROWTH NEXUS: AN OVERVIEW OF THE LITERATURE AND A CONTENT ANALYSIS OF 100 MOST INFLUENTIAL PAPERS,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,The Basic Aerodynamics Research Tunnel - A facility dedicated to code validation,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Twenty‐five years of <i>Review of Financial Economics</i>: A bibliometric overview,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Global trends in sediment-related research in earth science during 1992–2011: a bibliometric analysis,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,"The Geographical Mobility, Preferences and Pleasures of Prolific Punters: A Demonstration Study of the Activities of Prostitutes’ Clients",,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,A global research trends of neuromarketing: 2015-2020,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Emerging Trends and New Developments on Urban Resilience: A Bibliometric Perspective,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,Classic Articles Published by American Scientists (1900-2014): A Bibliometric Analysis,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,New Insights into the Research Landscape on the Application of Artificial Intelligence in Sustainable Smart Cities: A Bibliometric Mapping and Network Analysis Approach,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
,,MALAYSIAN JOURNAL OF LIBRARY AND INFORMATION SCIENCE1996-2000: A BIBLIOMETRIC STUDY,,,,-1,,-1,#N/A,-1,1,,,,,,,,,,
